id,name,email,home_address,dob,card_last4,member_since,tier,churn_risk
MEM-0401,Umar Thomas,umar.thomas401@example.com,"797 Airline Rd, Erie, PA 43431",1965-10-12,1822,2018-10-01,standard,0.22
MEM-0402,Otis Hernandez,otis.hernandez402@example.com,"15 Elm Ct, Columbus, OH 46834",1979-08-08,2162,2025-04-01,standard,0.37
MEM-0403,DeShawn Baker,deshawn.baker403@example.com,"26 Ferry St, Columbus, OH 43781",1983-04-16,6554,2021-04-01,standard,0.31
MEM-0404,Linda Young,linda.young404@example.com,"783 Harbor Rd, Toledo, OH 47531",1967-04-07,6589,2017-05-01,standard,0
MEM-0405,Paloma Davis,paloma.davis405@example.com,"26 Ferry St, South Bend, IN 47046",1981-05-28,8372,2016-05-01,standard,0.31
MEM-0406,Bob Allen,bob.allen406@example.com,"489 Elm Ct, Akron, OH 49608",1963-11-26,1755,2017-05-01,standard,0.08
MEM-0407,Linda Harris,linda.harris407@example.com,"491 Summit Ave, Akron, OH 44417",1982-03-21,2689,2020-03-01,standard,0.38
MEM-0408,Margaret Brown,margaret.brown408@example.com,"471 Summit Ave, Bowling Green, OH 48146",1958-12-07,7323,2019-02-01,standard,0.18
MEM-0409,Mo Ramirez,mo.ramirez409@example.com,"873 Summit Ave, Dayton, OH 44689",1972-04-04,6909,2023-11-01,standard,0.2
MEM-0410,Harriet Martin,harriet.martin410@example.com,"734 Maple St, Bowling Green, OH 43387",1991-11-08,5395,2024-06-01,standard,0.04
MEM-0411,Nadia Brzezinski,nadia.brzezinski411@example.com,"880 Maple St, Dayton, OH 45301",1964-09-09,1172,2015-12-01,standard,0
MEM-0412,Aisha Womack,aisha.womack412@example.com,"17 Canal Rd, South Bend, IN 46114",1972-03-03,7215,2021-04-01,standard,0.19
MEM-0413,Kitty Martinez,kitty.martinez413@example.com,"648 Summit Ave, Columbus, OH 43260",1962-02-02,1983,2015-03-01,standard,0.09
MEM-0414,Keiko Smith,keiko.smith414@example.com,"560 Willow Pass, Findlay, OH 44721",1965-01-07,5547,2024-04-01,standard,0.33
MEM-0415,Ingrid Al-Sayed,ingrid.al.sayed415@example.com,"468 Airline Rd, Erie, PA 47180",1981-07-08,1695,2018-09-01,standard,0.29
MEM-0416,Greg Tanaka,greg.tanaka416@example.com,"852 Canal Rd, Columbus, OH 46677",1980-10-28,2523,2022-03-01,standard,0.02
MEM-0417,Jerome White,jerome.white417@example.com,"458 Orchard Ave, Ann Arbor, MI 48990",1963-02-09,8228,2015-02-01,standard,0.35
MEM-0418,Priya Osei,priya.osei418@example.com,"990 Prairie Ln, Sandusky, OH 44608",1959-09-02,5112,2024-09-01,standard,0.09
MEM-0419,Curtis Brown,curtis.brown419@example.com,"10 Cedar Blvd, Ann Arbor, MI 46319",1956-11-14,1388,2018-04-01,standard,0.34
MEM-0420,DeShawn Smith,deshawn.smith420@example.com,"200 Meadow Ln, Dayton, OH 45523",2002-05-15,5849,2024-06-01,golden_goose,0.07
MEM-0421,Aisha Flores,aisha.flores421@example.com,"600 Maple St, Bowling Green, OH 43144",1993-04-02,8520,2016-12-01,standard,0.39
MEM-0422,Keiko Allen,keiko.allen422@example.com,"516 Canal Rd, Akron, OH 47543",1964-04-09,6034,2021-09-01,standard,0.35
MEM-0423,Omar Allen,omar.allen423@example.com,"274 Oak Ave, Erie, PA 49205",1995-04-28,2130,2020-08-01,golden_goose,0.01
MEM-0424,Harriet Hill,harriet.hill424@example.com,"436 Cedar Blvd, Toledo, OH 45624",1998-08-05,9620,2018-08-01,standard,0.1
MEM-0425,Chen Baker,chen.baker425@example.com,"85 Airline Rd, Sandusky, OH 46734",1996-09-12,8296,2024-04-01,standard,0.18
MEM-0426,Ray Lopez,ray.lopez426@example.com,"679 Cedar Blvd, Toledo, OH 43961",2004-10-10,4157,2020-05-01,standard,0.03
MEM-0427,Dolores Walker,dolores.walker427@example.com,"720 Willow Pass, Kalamazoo, MI 47059",1968-05-01,4117,2017-11-01,standard,0.03
MEM-0428,Otis Kim,otis.kim428@example.com,"87 Lakeview Dr, South Bend, IN 44684",2001-04-17,2056,2020-03-01,standard,0.27
MEM-0429,Curtis Anderson,curtis.anderson429@example.com,"298 Summit Ave, Findlay, OH 43672",1986-03-25,1514,2021-12-01,standard,0.23
MEM-0430,DeShawn Osei,deshawn.osei430@example.com,"825 Cedar Blvd, Columbus, OH 47475",1976-07-07,7738,2023-01-01,standard,0.05
MEM-0431,Yosef Thomas,yosef.thomas431@example.com,"399 Willow Pass, Bowling Green, OH 49772",2003-07-15,3605,2016-12-01,standard,0.05
MEM-0432,Yuki Womack,yuki.womack432@example.com,"637 Canal Rd, Bowling Green, OH 44621",1965-08-20,6402,2017-02-01,standard,0.31
MEM-0433,Harriet Tanaka,harriet.tanaka433@example.com,"162 Canal Rd, Ann Arbor, MI 47269",1967-07-10,6892,2021-11-01,standard,0.14
MEM-0434,Omar Johnson,omar.johnson434@example.com,"362 Oak Ave, Akron, OH 43374",2002-03-11,3990,2025-01-01,standard,0.27
MEM-0435,Linda Nowak,linda.nowak435@example.com,"976 Prairie Ln, Kalamazoo, MI 48237",1979-01-05,7526,2021-03-01,standard,0.3
MEM-0436,Otis Harris,otis.harris436@example.com,"392 Lakeview Dr, Akron, OH 47957",1969-11-04,4835,2021-04-01,standard,0.09
MEM-0437,Umar Allen,umar.allen437@example.com,"292 Harbor Rd, Dayton, OH 44082",1974-07-02,8265,2015-01-01,standard,0.1
MEM-0438,Ray Clark,ray.clark438@example.com,"435 Ferry St, Erie, PA 48792",1993-02-09,3927,2018-06-01,standard,0.38
MEM-0439,Jerome White,jerome.white439@example.com,"411 Willow Pass, Kalamazoo, MI 44661",1975-06-23,8049,2022-03-01,standard,0.13
MEM-0440,DeShawn Torres,deshawn.torres440@example.com,"165 Maple St, South Bend, IN 45874",1972-07-10,5063,2016-07-01,standard,0.3
MEM-0441,Priya Osei,priya.osei441@example.com,"777 Ferry St, Fort Wayne, IN 47021",1958-05-06,2885,2015-05-01,standard,0.15
MEM-0442,Margaret Lewis,margaret.lewis442@example.com,"550 Airline Rd, Erie, PA 48549",1971-06-25,1141,2017-11-01,standard,0.04
MEM-0443,Rosa Kim,rosa.kim443@example.com,"645 Canal Rd, Columbus, OH 43714",1980-03-10,9024,2016-12-01,standard,0.3
MEM-0444,Aisha Martin,aisha.martin444@example.com,"603 Cedar Blvd, Sandusky, OH 46736",1966-01-28,9801,2023-02-01,standard,0.39
MEM-0445,Kitty Perez,kitty.perez445@example.com,"582 Cedar Blvd, Toledo, OH 47544",1975-11-13,8432,2025-10-01,standard,0.08
MEM-0446,Margaret Garcia,margaret.garcia446@example.com,"311 Lakeview Dr, South Bend, IN 44799",1955-02-13,1308,2015-05-01,standard,0.3
MEM-0447,Bettye Robinson,bettye.robinson447@example.com,"515 Ferry St, Toledo, OH 48679",1983-05-03,9049,2017-02-01,standard,0.09
MEM-0448,Flo Nowak,flo.nowak448@example.com,"61 Meadow Ln, Dayton, OH 46045",1965-12-16,2338,2024-12-01,standard,0.34
MEM-0449,Dolores Al-Sayed,dolores.al.sayed449@example.com,"632 Balloon Way, Dayton, OH 43386",1995-04-27,3101,2015-02-01,standard,0.08
MEM-0450,Stan Allen,stan.allen450@example.com,"217 Airline Rd, Findlay, OH 46141",1956-03-04,8818,2021-04-01,standard,0.19
MEM-0451,DeShawn Allen,deshawn.allen451@example.com,"418 Prairie Ln, Columbus, OH 49021",1988-10-15,9198,2016-10-01,standard,0.37
MEM-0452,Dolores Torres,dolores.torres452@example.com,"618 Oak Ave, Columbus, OH 47730",1964-03-26,2368,2018-07-01,standard,0.34
MEM-0453,Linda Brzezinski,linda.brzezinski453@example.com,"434 Balloon Way, Kalamazoo, MI 47295",1972-08-12,5662,2025-04-01,standard,0.26
MEM-0454,Nellie Kowalczyk,nellie.kowalczyk454@example.com,"103 Lakeview Dr, Kalamazoo, MI 48496",2002-04-16,6086,2015-10-01,standard,0.2
MEM-0455,Dolores Garcia,dolores.garcia455@example.com,"587 Lakeview Dr, Kalamazoo, MI 43262",1966-11-10,3831,2015-12-01,standard,0.32
MEM-0456,Paloma Kim,paloma.kim456@example.com,"548 Cedar Blvd, Ann Arbor, MI 44217",1967-11-02,4430,2016-09-01,standard,0.37
MEM-0457,Nadia Smith,nadia.smith457@example.com,"644 Maple St, Erie, PA 47006",1968-01-07,6478,2021-03-01,standard,0.04
MEM-0458,Fatima Clark,fatima.clark458@example.com,"943 Lakeview Dr, Sandusky, OH 44444",1977-12-20,1887,2022-07-01,standard,0.33
MEM-0459,Chen Walker,chen.walker459@example.com,"629 Cedar Blvd, Toledo, OH 44425",1960-04-07,1481,2024-01-01,standard,0.37
MEM-0460,Jerome Patel,jerome.patel460@example.com,"390 Foundry St, Kalamazoo, MI 47708",1995-09-22,9422,2018-12-01,golden_goose,0.2
MEM-0461,Zoe Nguyen,zoe.nguyen461@example.com,"803 Maple St, Toledo, OH 45723",1990-02-02,2067,2018-07-01,standard,0.06
MEM-0462,Ernesto Martin,ernesto.martin462@example.com,"880 Meadow Ln, Findlay, OH 49873",1995-06-02,7292,2023-10-01,standard,0.4
MEM-0463,Ray Patel,ray.patel463@example.com,"99 Elm Ct, Bowling Green, OH 46974",1974-06-22,5370,2018-10-01,golden_goose,0.24
MEM-0464,Linda Hill,linda.hill464@example.com,"116 Lakeview Dr, Findlay, OH 46928",1988-10-12,5066,2016-09-01,golden_goose,0.14
MEM-0465,Hannah Martin,hannah.martin465@example.com,"895 Oak Ave, Dayton, OH 44551",1955-12-16,9070,2018-11-01,standard,0.08
MEM-0466,Jamal Adams,jamal.adams466@example.com,"344 Orchard Ave, Dayton, OH 46591",1960-10-16,9698,2022-07-01,standard,0.39
MEM-0467,Vera Robinson,vera.robinson467@example.com,"315 Foundry St, Akron, OH 46036",1963-12-07,3151,2022-06-01,standard,0.34
MEM-0468,Aisha Miller,aisha.miller468@example.com,"371 Maple St, Toledo, OH 43187",1973-01-27,4623,2025-07-01,standard,0.24
MEM-0469,Quinn Green,quinn.green469@example.com,"259 Lakeview Dr, South Bend, IN 48715",1958-01-18,1693,2017-08-01,standard,0.05
MEM-0470,Lamar Smith,lamar.smith470@example.com,"323 Willow Pass, Dayton, OH 48364",1980-08-10,6970,2025-03-01,standard,0.24
MEM-0471,Luis Hernandez,luis.hernandez471@example.com,"499 Canal Rd, Fort Wayne, IN 45488",1966-05-22,8968,2016-03-01,standard,0.37
MEM-0472,Aisha Robinson,aisha.robinson472@example.com,"464 Meadow Ln, Fort Wayne, IN 46613",1972-06-21,3117,2018-04-01,standard,0.15
MEM-0473,Flo Brzezinski,flo.brzezinski473@example.com,"380 Ferry St, Toledo, OH 44655",1973-04-18,7923,2025-10-01,standard,0.19
MEM-0474,Margaret Al-Sayed,margaret.al.sayed474@example.com,"811 Cedar Blvd, Dayton, OH 48644",1973-02-24,9636,2015-09-01,standard,0.09
MEM-0475,Ernesto Hernandez,ernesto.hernandez475@example.com,"704 Meadow Ln, Toledo, OH 47165",1957-11-23,8241,2021-10-01,standard,0.23
MEM-0476,Otis Brown,otis.brown476@example.com,"226 Oak Ave, Columbus, OH 48861",2001-04-17,7908,2023-02-01,golden_goose,0.28
MEM-0477,Tina White,tina.white477@example.com,"541 Lakeview Dr, Toledo, OH 48451",1977-06-06,7540,2017-03-01,standard,0.24
MEM-0478,Ernesto Scott,ernesto.scott478@example.com,"808 Summit Ave, Findlay, OH 48141",1987-05-24,3584,2025-06-01,standard,0.34
MEM-0479,Jamal Jackson,jamal.jackson479@example.com,"578 Oak Ave, Fort Wayne, IN 46201",1984-09-26,9970,2020-05-01,standard,0.21
MEM-0480,Linda Wilson,linda.wilson480@example.com,"967 Balloon Way, Ann Arbor, MI 46773",1976-12-27,3818,2022-06-01,standard,0.02
MEM-0481,Ivan Tanaka,ivan.tanaka481@example.com,"254 Oak Ave, Ann Arbor, MI 48295",1973-01-05,3798,2021-02-01,standard,0.19
MEM-0482,Umar Martinez,umar.martinez482@example.com,"455 Oak Ave, Toledo, OH 49636",1983-02-06,7824,2025-03-01,standard,0.1
MEM-0483,Arthur Kim,arthur.kim483@example.com,"456 Oak Ave, Akron, OH 47695",1984-09-03,7252,2015-01-01,standard,0.11
MEM-0484,Hannah Johnson,hannah.johnson484@example.com,"946 Orchard Ave, Toledo, OH 46026",1984-05-10,1784,2019-02-01,standard,0.19
MEM-0485,Priya Smith,priya.smith485@example.com,"437 Lakeview Dr, Ann Arbor, MI 48697",1987-06-08,3979,2022-10-01,standard,0.3
MEM-0486,Ray Wilson,ray.wilson486@example.com,"694 Summit Ave, Findlay, OH 44749",1961-10-06,8414,2024-01-01,standard,0.18
MEM-0487,Quinn Ramirez,quinn.ramirez487@example.com,"899 Airline Rd, Akron, OH 47503",1961-08-07,8464,2023-01-01,standard,0.08
MEM-0488,Mo Moore,mo.moore488@example.com,"375 Foundry St, Bowling Green, OH 43588",1958-07-25,5528,2019-07-01,standard,0.17
MEM-0489,Rosa Womack,rosa.womack489@example.com,"198 Foundry St, Sandusky, OH 43089",1956-04-04,9886,2019-04-01,standard,0.35
MEM-0490,Pearl Womack,pearl.womack490@example.com,"306 Foundry St, Ann Arbor, MI 45070",1974-07-26,3908,2016-01-01,standard,0.16
MEM-0491,Omar King,omar.king491@example.com,"565 Foundry St, Ann Arbor, MI 46681",1972-05-22,3411,2020-09-01,standard,0.01
MEM-0492,Ximena Patel,ximena.patel492@example.com,"122 Willow Pass, Columbus, OH 47574",1979-03-04,1711,2021-05-01,standard,0.09
MEM-0493,Nellie Flores,nellie.flores493@example.com,"301 Willow Pass, Findlay, OH 46096",2002-04-03,7209,2020-05-01,standard,0.26
MEM-0494,Zoe Kim,zoe.kim494@example.com,"679 Orchard Ave, Akron, OH 44152",1977-12-14,5718,2021-07-01,standard,0.02
MEM-0495,Lamar Scott,lamar.scott495@example.com,"135 Ferry St, Kalamazoo, MI 48062",1961-01-01,1247,2019-03-01,standard,0.06
MEM-0496,Fatima Brzezinski,fatima.brzezinski496@example.com,"987 Foundry St, Fort Wayne, IN 44507",1968-10-06,9274,2024-01-01,standard,0.22
MEM-0497,Flo Martinez,flo.martinez497@example.com,"573 Summit Ave, Dayton, OH 46001",2004-03-11,7981,2018-02-01,standard,0.03
MEM-0498,Arthur Miller,arthur.miller498@example.com,"628 Meadow Ln, Columbus, OH 45000",1960-06-14,2205,2017-09-01,standard,0.22
MEM-0499,Aisha Thompson,aisha.thompson499@example.com,"960 Ferry St, Toledo, OH 44657",2001-01-22,1435,2023-08-01,standard,0.25
MEM-0500,Gus Smith,gus.smith500@example.com,"757 Elm Ct, Toledo, OH 47605",1966-06-01,9858,2020-08-01,standard,0.34
MEM-0501,Rosa Kim,rosa.kim501@example.com,"146 Balloon Way, Akron, OH 43128",1962-11-28,5545,2022-08-01,standard,0.12
MEM-0502,Margaret Lewis,margaret.lewis502@example.com,"316 Summit Ave, Akron, OH 47286",1965-12-21,4247,2016-01-01,standard,0.13
MEM-0503,Otis Tanaka,otis.tanaka503@example.com,"310 Ferry St, Columbus, OH 49448",2002-02-03,9811,2019-03-01,standard,0.01
MEM-0504,Mo Torres,mo.torres504@example.com,"856 Prairie Ln, Dayton, OH 43345",1983-10-25,8778,2019-07-01,standard,0.36
MEM-0505,Greg Nguyen,greg.nguyen505@example.com,"977 Willow Pass, Sandusky, OH 46709",1993-03-11,8061,2019-12-01,standard,0.03
MEM-0506,Chen Davis,chen.davis506@example.com,"770 Willow Pass, Bowling Green, OH 46740",1976-10-22,4578,2025-01-01,standard,0.37
MEM-0507,Rosa Sanchez,rosa.sanchez507@example.com,"609 Oak Ave, Findlay, OH 46375",1962-06-12,5740,2023-01-01,standard,0.35
MEM-0508,Zoe Al-Sayed,zoe.al.sayed508@example.com,"335 Meadow Ln, Akron, OH 43456",1964-10-12,3021,2016-01-01,golden_goose,0.15
MEM-0509,Wes Martinez,wes.martinez509@example.com,"931 Balloon Way, Fort Wayne, IN 47268",1994-05-16,6641,2020-06-01,standard,0.1
MEM-0510,Harriet Jackson,harriet.jackson510@example.com,"394 Balloon Way, Ann Arbor, MI 45120",2004-08-02,4476,2015-10-01,golden_goose,0.3
MEM-0511,Margaret Al-Sayed,margaret.al.sayed511@example.com,"165 Oak Ave, Bowling Green, OH 43184",1961-06-27,6930,2023-03-01,standard,0.24
MEM-0512,Ernesto Wilson,ernesto.wilson512@example.com,"498 Elm Ct, Erie, PA 49618",1981-12-04,4468,2019-02-01,standard,0.22
MEM-0513,Keiko Anderson,keiko.anderson513@example.com,"364 Maple St, South Bend, IN 47048",1973-02-09,9912,2019-08-01,golden_goose,0.15
MEM-0514,Dolores Okafor-Reyes,dolores.okafor.reyes514@example.com,"592 Oak Ave, Dayton, OH 44406",1972-08-22,1847,2019-04-01,standard,0.03
MEM-0515,Margaret Hill,margaret.hill515@example.com,"312 Cedar Blvd, Columbus, OH 45585",1975-02-02,8784,2025-03-01,standard,0.02
MEM-0516,Aisha Patel,aisha.patel516@example.com,"396 Ferry St, Toledo, OH 49643",1995-02-21,8696,2020-11-01,standard,0.37
MEM-0517,Greg Garcia,greg.garcia517@example.com,"109 Maple St, Findlay, OH 46217",1957-06-15,9399,2018-06-01,standard,0.32
MEM-0518,Mo Wright,mo.wright518@example.com,"395 Meadow Ln, Fort Wayne, IN 46521",1957-04-24,6818,2019-03-01,standard,0.35
MEM-0519,Priya Martinez,priya.martinez519@example.com,"822 Willow Pass, Ann Arbor, MI 48817",1963-04-27,5081,2015-05-01,standard,0.07
MEM-0520,Tina Kowalczyk,tina.kowalczyk520@example.com,"979 Meadow Ln, Dayton, OH 43819",1982-09-11,4039,2018-05-01,golden_goose,0.29
MEM-0521,Aisha Harris,aisha.harris521@example.com,"857 Airline Rd, Columbus, OH 49752",1984-08-22,5822,2019-08-01,standard,0.31
MEM-0522,Paloma Young,paloma.young522@example.com,"489 Airline Rd, Kalamazoo, MI 44630",1980-09-18,4558,2024-05-01,standard,0.24
MEM-0523,Dolores Allen,dolores.allen523@example.com,"143 Canal Rd, Ann Arbor, MI 46220",1992-05-23,7193,2015-05-01,standard,0.17
MEM-0524,Zoe Ramirez,zoe.ramirez524@example.com,"77 Orchard Ave, Ann Arbor, MI 45941",1964-10-15,8602,2024-07-01,standard,0.24
MEM-0525,Ingrid Moore,ingrid.moore525@example.com,"801 Summit Ave, South Bend, IN 48274",1991-01-20,1038,2015-02-01,standard,0.19
MEM-0526,Carlos Tanaka,carlos.tanaka526@example.com,"598 Summit Ave, Findlay, OH 46692",1972-02-02,4969,2015-09-01,standard,0.16
MEM-0527,Ernesto Lewis,ernesto.lewis527@example.com,"675 Foundry St, Kalamazoo, MI 47264",1974-06-28,8636,2021-03-01,golden_goose,0.02
MEM-0528,Nellie Garcia,nellie.garcia528@example.com,"732 Oak Ave, Fort Wayne, IN 45847",1967-08-20,8692,2021-11-01,standard,0.39
MEM-0529,Aisha Nguyen,aisha.nguyen529@example.com,"532 Ferry St, Sandusky, OH 48270",1957-09-06,1966,2015-02-01,standard,0.18
MEM-0530,Lamar Al-Sayed,lamar.al.sayed530@example.com,"924 Harbor Rd, Erie, PA 45189",1992-01-17,7963,2022-11-01,standard,0.1
MEM-0531,Paloma Kowalczyk,paloma.kowalczyk531@example.com,"857 Ferry St, Akron, OH 48628",1984-05-19,8985,2022-03-01,standard,0.06
MEM-0532,Jamal Clark,jamal.clark532@example.com,"540 Foundry St, Erie, PA 47506",1960-05-15,9693,2017-11-01,standard,0.33
MEM-0533,Paloma White,paloma.white533@example.com,"378 Maple St, Sandusky, OH 44701",1993-11-21,5147,2020-11-01,standard,0.23
MEM-0534,Bettye Johnson,bettye.johnson534@example.com,"801 Foundry St, Erie, PA 48270",2001-06-02,8881,2024-02-01,standard,0.01
MEM-0535,Arthur Brown,arthur.brown535@example.com,"992 Oak Ave, Toledo, OH 46656",1982-11-25,5777,2015-02-01,standard,0.2
MEM-0536,Nellie Martinez,nellie.martinez536@example.com,"137 Canal Rd, Columbus, OH 43483",1968-02-24,4443,2023-05-01,standard,0.15
MEM-0537,Nadia Al-Sayed,nadia.al.sayed537@example.com,"658 Balloon Way, Toledo, OH 47021",1993-05-17,4595,2020-07-01,standard,0.02
MEM-0538,Hannah Brzezinski,hannah.brzezinski538@example.com,"804 Oak Ave, Columbus, OH 49975",1956-07-06,9975,2015-12-01,standard,0.36
MEM-0539,Flo Wilson,flo.wilson539@example.com,"520 Prairie Ln, Ann Arbor, MI 46481",1978-11-24,4527,2025-06-01,standard,0.22
MEM-0540,Arthur Patel,arthur.patel540@example.com,"305 Orchard Ave, Findlay, OH 44147",1974-03-05,9433,2022-10-01,standard,0.09
MEM-0541,Yosef Green,yosef.green541@example.com,"202 Oak Ave, Toledo, OH 49394",1993-07-23,1322,2020-08-01,standard,0.33
MEM-0542,Aisha Wright,aisha.wright542@example.com,"664 Maple St, Sandusky, OH 49660",1999-08-10,8267,2018-09-01,standard,0.32
MEM-0543,Tomasz Anderson,tomasz.anderson543@example.com,"202 Airline Rd, Bowling Green, OH 49408",1956-03-24,5124,2019-08-01,golden_goose,0.17
MEM-0544,Bettye Young,bettye.young544@example.com,"899 Summit Ave, Columbus, OH 45820",1969-08-18,6115,2024-11-01,standard,0.37
MEM-0545,Margaret Allen,margaret.allen545@example.com,"143 Orchard Ave, Toledo, OH 43358",1979-11-18,5478,2025-12-01,standard,0.08
MEM-0546,Omar Young,omar.young546@example.com,"365 Balloon Way, Fort Wayne, IN 45050",2001-01-10,5370,2015-09-01,standard,0.22
MEM-0547,Ivan Johnson,ivan.johnson547@example.com,"546 Cedar Blvd, Ann Arbor, MI 43744",1958-10-14,7719,2016-12-01,standard,0.26
MEM-0548,Harriet Harris,harriet.harris548@example.com,"579 Maple St, Erie, PA 47317",1997-03-20,2983,2022-03-01,standard,0.22
MEM-0549,Priya Smith,priya.smith549@example.com,"34 Cedar Blvd, Findlay, OH 49693",1965-10-07,3677,2017-07-01,standard,0.04
MEM-0550,Yosef Robinson,yosef.robinson550@example.com,"630 Harbor Rd, Sandusky, OH 46068",1990-06-17,8962,2024-01-01,standard,0.03
MEM-0551,Ximena Lee,ximena.lee551@example.com,"14 Willow Pass, South Bend, IN 48206",1981-08-16,7391,2023-04-01,standard,0.3
MEM-0552,Pearl Wilson,pearl.wilson552@example.com,"827 Summit Ave, Dayton, OH 44142",1983-09-25,1433,2018-12-01,standard,0.05
MEM-0553,Priya Thompson,priya.thompson553@example.com,"481 Foundry St, Kalamazoo, MI 44862",2003-02-23,9442,2019-10-01,golden_goose,0.09
MEM-0554,Arthur Young,arthur.young554@example.com,"94 Prairie Ln, Fort Wayne, IN 43810",1964-04-24,8135,2025-06-01,standard,0.1
MEM-0555,Ingrid Young,ingrid.young555@example.com,"21 Cedar Blvd, Erie, PA 44390",1962-09-23,4084,2021-06-01,standard,0.2
MEM-0556,Aisha Flores,aisha.flores556@example.com,"49 Ferry St, Fort Wayne, IN 44327",1987-05-07,7767,2021-06-01,standard,0.23
MEM-0557,Flo Hill,flo.hill557@example.com,"895 Oak Ave, Ann Arbor, MI 44824",1984-01-11,8883,2020-07-01,standard,0.07
MEM-0558,Tomasz Thompson,tomasz.thompson558@example.com,"980 Balloon Way, South Bend, IN 43531",1998-10-19,7930,2019-05-01,standard,0.1
MEM-0559,Nadia Perez,nadia.perez559@example.com,"476 Foundry St, Erie, PA 48316",1961-12-17,9423,2023-10-01,standard,0.39
MEM-0560,Chen Robinson,chen.robinson560@example.com,"440 Prairie Ln, Toledo, OH 45376",1966-10-17,7546,2021-10-01,standard,0.18
MEM-0561,Flo Nguyen,flo.nguyen561@example.com,"296 Orchard Ave, Dayton, OH 43530",1991-08-08,9794,2017-08-01,standard,0.21
MEM-0562,Margaret Hernandez,margaret.hernandez562@example.com,"307 Willow Pass, Ann Arbor, MI 49309",1992-04-06,2626,2015-07-01,standard,0.32
MEM-0563,Hannah Walker,hannah.walker563@example.com,"460 Ferry St, Akron, OH 45414",1973-02-15,1177,2022-07-01,standard,0.22
MEM-0564,Harriet Martin,harriet.martin564@example.com,"857 Balloon Way, Columbus, OH 43307",1982-04-05,8616,2023-04-01,standard,0.17
MEM-0565,Arthur Kowalczyk,arthur.kowalczyk565@example.com,"55 Orchard Ave, Dayton, OH 46126",1976-12-28,4680,2015-02-01,standard,0.2
MEM-0566,Nadia Baker,nadia.baker566@example.com,"608 Harbor Rd, Findlay, OH 44802",2003-02-20,5630,2017-02-01,standard,0.06
MEM-0567,Yuki Lewis,yuki.lewis567@example.com,"986 Harbor Rd, Fort Wayne, IN 47911",1957-04-28,1121,2021-02-01,standard,0.23
MEM-0568,Rosa Ramirez,rosa.ramirez568@example.com,"548 Summit Ave, Erie, PA 48307",1991-04-15,9538,2016-06-01,standard,0.36
MEM-0569,Aisha Torres,aisha.torres569@example.com,"822 Foundry St, Columbus, OH 46073",2000-01-01,5867,2021-10-01,standard,0.17
MEM-0570,Mabel Jackson,mabel.jackson570@example.com,"935 Willow Pass, Fort Wayne, IN 46140",1989-03-11,1322,2020-06-01,standard,0.21
MEM-0571,Yuki Miller,yuki.miller571@example.com,"12 Meadow Ln, Dayton, OH 47736",1959-04-23,9679,2021-08-01,standard,0.19
MEM-0572,Luis Brown,luis.brown572@example.com,"469 Meadow Ln, South Bend, IN 47007",2003-02-23,6174,2015-02-01,standard,0.12
MEM-0573,DeShawn Patel,deshawn.patel573@example.com,"720 Orchard Ave, Ann Arbor, MI 47205",1974-10-10,8726,2021-01-01,standard,0.13
MEM-0574,Umar Miller,umar.miller574@example.com,"845 Foundry St, Bowling Green, OH 43667",1957-11-04,2403,2024-11-01,standard,0.33
MEM-0575,Yosef Harris,yosef.harris575@example.com,"335 Summit Ave, Findlay, OH 45306",1957-08-05,7782,2021-05-01,standard,0.32
MEM-0576,Linda Hill,linda.hill576@example.com,"880 Oak Ave, Erie, PA 48407",2004-06-06,3819,2015-04-01,standard,0.08
MEM-0577,Jerome Wilson,jerome.wilson577@example.com,"973 Prairie Ln, Columbus, OH 45136",1981-01-24,6730,2020-11-01,standard,0.04
MEM-0578,Flo Perez,flo.perez578@example.com,"874 Meadow Ln, Fort Wayne, IN 46842",1964-02-25,9867,2022-05-01,golden_goose,0.32
MEM-0579,Mo Lopez,mo.lopez579@example.com,"639 Oak Ave, Columbus, OH 44992",1958-02-08,4564,2022-04-01,standard,0.25
MEM-0580,Quinn Lee,quinn.lee580@example.com,"763 Balloon Way, Toledo, OH 44625",1987-04-13,1846,2023-06-01,standard,0.1
MEM-0581,Carlos Nguyen,carlos.nguyen581@example.com,"394 Maple St, South Bend, IN 48412",1984-02-03,7767,2024-08-01,standard,0.13
MEM-0582,Tomasz Al-Sayed,tomasz.al.sayed582@example.com,"365 Canal Rd, Sandusky, OH 47363",1990-11-14,4821,2019-11-01,standard,0.17
MEM-0583,Dolores Kim,dolores.kim583@example.com,"345 Cedar Blvd, Dayton, OH 43327",2003-09-22,4112,2018-09-01,standard,0.16
MEM-0584,Nadia Sanchez,nadia.sanchez584@example.com,"965 Willow Pass, Fort Wayne, IN 48552",1980-02-04,3271,2021-09-01,standard,0.28
MEM-0585,Curtis Hernandez,curtis.hernandez585@example.com,"117 Airline Rd, Ann Arbor, MI 44987",1978-07-08,4952,2019-02-01,standard,0.06
MEM-0586,Lamar King,lamar.king586@example.com,"67 Canal Rd, Findlay, OH 43792",1955-08-03,7727,2020-09-01,standard,0.01
MEM-0587,Wes Torres,wes.torres587@example.com,"202 Willow Pass, Findlay, OH 46430",1986-09-12,2097,2021-05-01,standard,0.18
MEM-0588,Ingrid Ramirez,ingrid.ramirez588@example.com,"961 Orchard Ave, Kalamazoo, MI 47622",1972-07-01,6005,2020-07-01,standard,0.01
